,ID,Name,Generation,Type 1,Type 2,Attack,Defense,Stamina,Max CP,Max HP,Height (m),Weight (kg),Base Capture Rate (%),Base Flee Rate (%),Distance to Candy (km),Image URL,Summary,About,Is Legendary
232,225,delibird,2,Ice,Flying,128,90,128,1094,113,0.89,16.0,20.0,20.0,5,https://images.gameinfo.io/pokemon/256/225-00.png,"Delibird is an Ice & Flying Pokémon. It is vulnerable to Rock, Fire, Electric and Steel moves. Delibird's strongest moveset is Present & Ice Punch and it has a Max CP of 1,094.","Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world's highest mountain, thanks to one of these Pokémon sharing its food.",False
233,226,mantine,2,Water,Flying,148,226,163,2108,140,2.11,220.0,30.0,7.0,5,https://images.gameinfo.io/pokemon/256/226-00.png,"Mantine is a Water & Flying Pokémon which evolves from Mantyke. It is vulnerable to Electric and Rock moves. Mantine's strongest moveset is Bubble & Aerial Ace and it has a Max CP of 2,108.","On sunny days, schools of Mantine can be seen elegantly leaping over the sea's waves. This Pokémon is not bothered by the Remoraid that hitches rides.",False
234,227,skarmory,2,Steel,Flying,148,226,163,2108,140,1.7,50.5,20.0,9.0,5,https://images.gameinfo.io/pokemon/256/227-00.png,"Skarmory is a Steel & Flying Pokémon. It is vulnerable to Fire and Electric moves. Skarmory's strongest moveset is Steel Wing & Sky Attack and it has a Max CP of 2,108.","Skarmory is entirely encased in hard, protective armor. This Pokémon flies at close to 190 mph. It slashes foes with its wings that possess swordlike cutting edges.",False
235,228,houndour,2,Dark,Fire,152,83,128,1234,113,0.61,10.8,40.0,10.0,3,https://images.gameinfo.io/pokemon/256/228-00.png,"Houndour is a Dark & Fire Pokémon. It is vulnerable to Fighting, Ground, Rock and Water moves. Houndour's strongest moveset is Feint Attack & Flamethrower and it has a Max CP of 1,234. Houndour evolves into Houndoom.",Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon's remarkable teamwork is unparalleled.,False
236,229,houndoom,2,Dark,Fire,224,144,181,2635,154,1.4,35.0,15.0,6.0,3,https://images.gameinfo.io/pokemon/256/229-00.png,"Houndoom is a Dark & Fire Pokémon which evolves from Houndour. It is vulnerable to Fighting, Ground, Rock and Water moves. Houndoom's strongest moveset is Fire Fang & Foul Play and it has a Max CP of 2,635.","In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.",False
237,231,phanpy,2,Ground,,107,98,207,1206,175,0.51,33.5,50.0,20.0,3,https://images.gameinfo.io/pokemon/256/231-00.png,"Phanpy is a Ground Pokémon. It is vulnerable to Grass, Ice and Water moves. Phanpy's strongest moveset is Tackle & Bulldoze and it has a Max CP of 1,206. Phanpy evolves into Donphan.","For its nest, Phanpy digs a vertical pit in the ground at the edge of a river. It marks the area around its nest with its trunk to let the others know that the area has been claimed.",False
238,232,donphan,2,Ground,,214,185,207,3013,175,1.09,120.0,12.5,7.0,3,https://images.gameinfo.io/pokemon/256/232-00.png,"Donphan is a Ground Pokémon which evolves from Phanpy. It is vulnerable to Grass, Ice and Water moves. Donphan's strongest moveset is Mud-Slap & Earthquake and it has a Max CP of 3,013.","Donphan's favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can't stop very easily.",False
239,234,stantler,2,Normal,,192,131,177,2164,151,1.4,71.2,30.0,8.0,3,https://images.gameinfo.io/pokemon/256/234-00.png,"Stantler is a Normal Pokémon. It is vulnerable to Fighting moves. Stantler's strongest moveset is Tackle & Return and it has a Max CP of 2,164.","Stantler's magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",False
240,235,smeargle,2,Normal,,40,83,146,431,127,1.19,58.0,25.0,7.0,3,https://images.gameinfo.io/pokemon/256/235-00.png,Smeargle is an unobtainable Normal Pokémon. It is vulnerable to Fighting moves.,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.",False
241,241,miltank,2,Normal,,157,193,216,2354,182,1.19,75.5,20.0,8.0,5,https://images.gameinfo.io/pokemon/256/241-00.png,"Miltank is a Normal Pokémon. It is vulnerable to Fighting moves. Miltank's strongest moveset is Tackle & Body Slam and it has a Max CP of 2,354.",Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can't drink milk turn it into yogurt and eat it instead.,False
242,243,raikou,2,Electric,,241,195,207,3452,175,1.91,178.0,2.0,4.0,20,https://images.gameinfo.io/pokemon/256/243-00.png,"Raikou is a legendary Electric Pokémon. It is vulnerable to Ground moves. Raikou's strongest moveset is Volt Switch & Wild Charge and it has a Max CP of 3,452.",Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,True
243,244,entei,2,Fire,,235,171,251,3473,210,2.11,198.0,2.0,4.0,20,https://images.gameinfo.io/pokemon/256/244-00.png,"Entei is a legendary Fire Pokémon. It is vulnerable to Ground, Rock and Water moves. Entei's strongest moveset is Fire Fang & Overheat and it has a Max CP of 3,473.",Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,True
244,245,suicune,2,Water,,180,235,225,2983,189,2.01,187.0,2.0,4.0,20,https://images.gameinfo.io/pokemon/256/245-00.png,"Suicune is a legendary Water Pokémon. It is vulnerable to Grass and Electric moves. Suicune's strongest moveset is Snarl & Hydro Pump and it has a Max CP of 2,983.",Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,True
245,246,larvitar,2,Rock,Ground,115,93,137,1040,120,0.61,72.0,40.0,10.0,5,https://images.gameinfo.io/pokemon/256/246-00.png,"Larvitar is a Rock & Ground Pokémon. It is vulnerable to Water, Grass, Ground, Ice, Steel and Fighting moves. Larvitar's strongest moveset is Bite & Ancient Power and it has a Max CP of 1,040. Larvitar evolves into Pupitar.","Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.",False
246,247,pupitar,2,Rock,Ground,155,133,172,1766,147,1.19,152.0,10.0,7.0,5,https://images.gameinfo.io/pokemon/256/247-00.png,"Pupitar is a Rock & Ground Pokémon which evolves from Larvitar. It is vulnerable to Water, Grass, Ground, Ice, Steel and Fighting moves. Pupitar's strongest moveset is Bite & Dig and it has a Max CP of 1,766. Pupitar evolves into Tyranitar.",Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,False
247,248,tyranitar,2,Rock,Dark,251,207,225,3834,189,2.01,202.0,5.0,4.0,5,https://images.gameinfo.io/pokemon/256/248-00.png,"Tyranitar is a Rock & Dark Pokémon which evolves from Pupitar. It is vulnerable to Fighting, Fairy, Ground, Bug, Steel, Water and Grass moves. Tyranitar's strongest moveset is Smack Down & Return and it has a Max CP of 3,834.","Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.",False
248,249,lugia,2,Psychic,Flying,193,310,235,3703,197,5.21,216.0,2.0,4.0,20,https://images.gameinfo.io/pokemon/256/249-00.png,"Lugia is a legendary Psychic & Flying Pokémon. It is vulnerable to Dark, Ice, Rock, Electric and Ghost moves. Lugia's strongest moveset is Extrasensory & Sky Attack and it has a Max CP of 3,703.","Lugia's wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",True
249,250,ho-oh,2,Fire,Flying,239,244,214,3863,180,3.81,199.0,2.0,4.0,20,https://images.gameinfo.io/pokemon/256/250-00.png,"Ho-Oh is a legendary Fire & Flying Pokémon. It is vulnerable to Rock, Electric and Water moves. Ho-Oh's strongest moveset is Extrasensory & Fire Blast and it has a Max CP of 3,863.",Ho-Oh's feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,True
250,251,celebi,2,Psychic,Grass,210,210,225,3265,189,0.61,5.0,10000.0,0.0,20,https://images.gameinfo.io/pokemon/256/251-00.png,"Celebi is a mythical Psychic & Grass Pokémon. It is vulnerable to Bug, Fire, Ice, Flying, Poison, Dark and Ghost moves. Celebi's strongest moveset is Confusion & Psychic and it has a Max CP of 3,265.","This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.",False
251,298,azurill,3,Normal,Fairy,36,71,137,364,120,0.2,2.0,10.0,4.0,3,https://images.gameinfo.io/pokemon/256/298-00.png,Azurill is a Normal & Fairy Pokémon. It is vulnerable to Steel and Poison moves. Azurill's strongest moveset is Bubble & Body Slam and it has a Max CP of 364. Azurill evolves into Marill.,"Azurill spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these Pokémon managed to hurl itself a record 33 feet.",False
252,360,wynaut,3,Psychic,,41,86,216,534,182,0.61,14.0,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/360-00.png,"Wynaut is a Psychic Pokémon. It is vulnerable to Bug, Dark and Ghost moves. Wynaut's strongest moveset is Counter & Mirror Coat and it has a Max CP of 534. Wynaut evolves into Wobbuffet.","Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokémon will be slapping the ground with its tail.",False
253,252,treecko,3,Grass,,124,94,120,1053,106,0.51,5.0,20.0,10.0,3,https://images.gameinfo.io/pokemon/256/252-00.png,"Treecko is a Grass Pokémon. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Treecko's strongest moveset is Pound & Grass Knot and it has a Max CP of 1,053. Treecko evolves into Grovyle.",Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.,False
254,253,grovyle,3,Grass,,172,120,137,1673,120,0.89,21.6,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/253-00.png,"Grovyle is a Grass Pokémon which evolves from Treecko. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Grovyle's strongest moveset is Quick Attack & Grass Knot and it has a Max CP of 1,673. Grovyle evolves into Sceptile.",The leaves growing out of Grovyle's body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles.,False
255,254,sceptile,3,Grass,,223,169,172,2757,147,1.7,52.2,5.0,5.0,3,https://images.gameinfo.io/pokemon/256/254-00.png,"Sceptile is a Grass Pokémon which evolves from Grovyle. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Sceptile's strongest moveset is Fury Cutter & Frenzy Plant and it has a Max CP of 2,757.",The leaves growing on Sceptile's body are very sharp edged. This Pokémon is very agile—it leaps all over the branches of trees and jumps on its foe from above or behind.,False
256,255,torchic,3,Fire,,130,87,128,1093,113,0.41,2.5,20.0,10.0,3,https://images.gameinfo.io/pokemon/256/255-00.png,"Torchic is a Fire Pokémon. It is vulnerable to Ground, Rock and Water moves. Torchic's strongest moveset is Ember & Flamethrower and it has a Max CP of 1,093. Torchic evolves into Combusken.","Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees Fahrenheit, including fireballs that leave the foe scorched black.",False
257,256,combusken,3,Fire,Fighting,163,115,155,1652,134,0.89,19.5,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/256-00.png,"Combusken is a Fire & Fighting Pokémon which evolves from Torchic. It is vulnerable to Flying, Ground, Psychic and Water moves. Combusken's strongest moveset is Ember & Flamethrower and it has a Max CP of 1,652. Combusken evolves into Blaziken.","Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon's legs possess both speed and power, enabling it to dole out 10 kicks in one second.",False
258,257,blaziken,3,Fire,Fighting,240,141,190,2848,162,1.91,52.0,5.0,5.0,3,https://images.gameinfo.io/pokemon/256/257-00.png,"Blaziken is a Fire & Fighting Pokémon which evolves from Combusken. It is vulnerable to Flying, Ground, Psychic and Water moves. Blaziken's strongest moveset is Counter & Blast Burn and it has a Max CP of 2,848.","In battle, Blaziken blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this Pokémon's wrists burn.",False
259,258,mudkip,3,Water,,126,93,137,1128,120,0.41,7.6,20.0,10.0,3,https://images.gameinfo.io/pokemon/256/258-00.png,"Mudkip is a Water Pokémon. It is vulnerable to Grass and Electric moves. Mudkip's strongest moveset is Water Gun & Return and it has a Max CP of 1,128. Mudkip evolves into Marshtomp.","The fin on Mudkip's head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes.",False
260,259,marshtomp,3,Water,Ground,156,133,172,1776,147,0.71,28.0,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/259-00.png,"Marshtomp is a Water & Ground Pokémon which evolves from Mudkip. It is vulnerable to Grass moves. Marshtomp's strongest moveset is Water Gun & Surf and it has a Max CP of 1,776. Marshtomp evolves into Swampert.","The surface of Marshtomp's body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low.",False
